Date,Axis Bank,Coal India,Dr. Reddy,HDFC Bank,ICICI Bank,Infosys,Nestle India,Reliance,TCS,Wipro
16-11-2022,855.400024,229.286774,4481,1632.900024,913.599976,1602.800049,20097.90039,2592.350098,3288.731445,397.271484
17-11-2022,858.200012,226.846512,4421.299805,1618.150024,919.799988,1587.400024,19991,2599.050049,3282.507324,395.775177
18-11-2022,859.200012,224.064621,4409.049805,1613.900024,920.349976,1593.400024,19925.09961,2597.649902,3277.067383,392.882294
21-11-2022,870.049988,223.96701,4349.850098,1597.349976,921.400024,1568.199951,19761.69922,2550.899902,3218.307861,387.695068
22-11-2022,870.049988,223.625381,4362.5,1595,923.700012,1585.050049,19613.5,2565.050049,3249.133301,387.844696
23-11-2022,874.700012,225.089539,4405.649902,1599.150024,927.450012,1583.150024,19565.09961,2557.050049,3242.615479,387.79483
24-11-2022,878.549988,223.039719,4413.850098,1625.150024,938.849976,1629.800049,19735.44922,2579.100098,3313.038818,397.271484
25-11-2022,887.75,225.870407,4418.100098,1617.650024,930.299988,1635.650024,19529.34961,2617.600098,3322.350098,401.810303
28-11-2022,891.700012,224.357468,4402,1600.25,937.400024,1623.400024,19815.44922,2707.550049,3327.839111,404.65329
29-11-2022,892.549988,221.770782,4453.350098,1597.849976,946.75,1629.050049,20121.19922,2712.199951,3329.897461,404.154541
30-11-2022,901.25,221.81958,4487.149902,1608.449951,952.900024,1634.949951,20183.84961,2731.350098,3323.477539,405.900238
01-12-2022,903.849976,220.697067,4474.350098,1619.5,940.200012,1657.099976,20049.5,2723.300049,3406.642578,412.683533
02-12-2022,905.150024,221.18512,4510.399902,1607.099976,930.599976,1637.900024,19751.19922,2722.149902,3370.867432,411.386719
05-12-2022,899.200012,225.723999,4479.399902,1612.949951,933.599976,1639.75,19752.19922,2682.449951,3357.880371,411.336853
06-12-2022,904.650024,226.114441,4374.200195,1611.150024,922.650024,1612.900024,19911.09961,2690.199951,3318.135742,410.339325
07-12-2022,914.650024,224.259842,4361.5,1610.449951,922.150024,1605.5,19910.84961,2650.5,3313.47998,405.301697
08-12-2022,939.349976,224.894302,4356.200195,1619.5,931.900024,1620.150024,19805.34961,2649.25,3284.026611,402.708099
09-12-2022,933.700012,223.381363,4407.100098,1631.050049,929.900024,1569.300049,20241.75,2609.100098,3227.374023,393.081787
12-12-2022,938.650024,226.846512,4452.25,1643.75,930.299988,1547.199951,20487.34961,2613.100098,3221.199219,395.37616
13-12-2022,944.599976,226.01683,4458.149902,1648.300049,932.950012,1572.150024,20388.30078,2625,3265.942871,396.772705
14-12-2022,942.400024,226.602493,4504.549805,1662.25,921.75,1579.400024,20063.5,2615.5,3298.532715,399.067047
15-12-2022,938.150024,222.746887,4468.950195,1631.800049,908.799988,1540.5,19737.84961,2578.350098,3239.479004,394.229004
16-12-2022,935.099976,219.281708,4309.100098,1639.650024,902,1522.199951,19738.69922,2565.600098,3175.916504,388.792389
19-12-2022,946.200012,221.868393,4396.049805,1644.75,906.450012,1507.349976,20081.65039,2599.300049,3138.475098,388.094086
20-12-2022,949.75,220.697067,4369.75,1633.400024,909.700012,1507.300049,20135.55078,2621.800049,3179.542969,387.994354
21-12-2022,932.299988,218.500839,4407.549805,1617.599976,892.25,1509.550049,20314.19922,2584.5,3203.654785,388.542999
22-12-2022,919.549988,217.378311,4349.25,1612.050049,890.650024,1522.050049,20306.59961,2577.800049,3194.980225,387.79483
23-12-2022,906.599976,209.911118,4310.450195,1597.650024,878.900024,1497.099976,20132.75,2502.199951,3164.25293,376.722107
26-12-2022,928.700012,215.474915,4248.600098,1629.449951,893.200012,1502.400024,19897.5,2524.050049,3188.315186,379.565094
27-12-2022,932.200012,215.962967,4250.850098,1631.099976,900.650024,1514.849976,19776,2544.699951,3194.784424,385.650116
28-12-2022,924.700012,217.866364,4252.75,1629.800049,898.950012,1510.150024,19843.59961,2544.449951,3192.432129,386.847168
29-12-2022,934.549988,216.353394,4260.600098,1641.300049,908.049988,1517.550049,19808,2543.300049,3203.850586,389.789917
30-12-2022,933.75,219.672165,4237.549805,1628.150024,890.849976,1508.199951,19606,2547.199951,3192.039795,391.785004
02-01-2023,941.599976,219.379318,4235.049805,1628.699951,902.450012,1524,19561.55078,2575.899902,3196.695557,392.084259
03-01-2023,962.299988,218.744858,4238.350098,1639.349976,901.349976,1522.550049,19727.30078,2557.050049,3245.60498,396.074432
04-01-2023,957.450012,211.960938,4253.5,1610.050049,899.099976,1494.800049,19519.90039,2518.550049,3248.839111,388.742523
05-01-2023,949.549988,212.937027,4297.5,1599.699951,879.150024,1475.199951,19776,2514.050049,3245.359863,385.949371
06-01-2023,939.900024,209.130234,4271.75,1594.400024,870.099976,1448.5,19885.25,2536.899902,3147.786377,381.061432
09-01-2023,958.75,209.813507,4334,1597.5,873.349976,1484.449951,20085.69922,2596.800049,3254.033936,390.837341
10-01-2023,952.150024,211.570496,4288.700195,1568.300049,861.349976,1469.75,20023.94922,2558.399902,3221.150146,392.084259
11-01-2023,949.75,208.300537,4261.899902,1590.900024,866.299988,1471.25,19758.30078,2526.149902,3262.610352,392.882294
12-01-2023,935.549988,208.788589,4310.600098,1599.400024,860.650024,1480.599976,19873.25,2471.600098,3268.148193,393.530701
13-01-2023,934.150024,209.95993,4320.399902,1600.650024,873.450012,1503.650024,19784.34961,2467.600098,3307.550049,392.932159
16-01-2023,913.150024,208.642181,4326.049805,1585.300049,865.25,1525.5,19735.59961,2444.100098,3334.050049,397.620636
17-01-2023,917.700012,208.007721,4351.75,1608.900024,865.150024,1539.5,19945.75,2478.800049,3378.399902,395.37616
18-01-2023,924,211.668106,4364.350098,1637.300049,869.5,1545.400024,19823.34961,2474.699951,3390,402.209351
19-01-2023,928.700012,218.598434,4332.200195,1644.099976,866.150024,1538.900024,19681.09961,2472.050049,3373.100098,402.408844
20-01-2023,930.549988,221.575562,4350.600098,1660.949951,870.349976,1525.550049,19200.05078,2442.649902,3363.100098,402.159454
23-01-2023,932.700012,224.601486,4337.850098,1673.099976,871.700012,1548,19367.09961,2430.300049,3414.899902,406
24-01-2023,910.200012,222.161224,4252.75,1695.5,870.75,1551.900024,19290.69922,2415.949951,3436.300049,406.600006
25-01-2023,892.349976,220.745865,4200.950195,1648.650024,855.299988,1543,19235.5,2382.550049,3429.75,401.549988
27-01-2023,873.75,217.08548,4314,1615.800049,817.200012,1519.150024,19216.34961,2337.350098,3411.050049,398.049988
30-01-2023,871.849976,220.453049,4328.799805,1614.150024,823.5,1538.800049,19165.90039,2359.75,3433.649902,402.25
31-01-2023,871.599976,219.476944,4324.149902,1603.5,831.900024,1533.75,19017.75,2353.850098,3358.699951,398.850006
01-02-2023,857.25,215.377289,4351.5,1627.550049,847.950012,1551.099976,19089.84961,2339.899902,3408.350098,402.399994
02-02-2023,868.450012,212.44899,4370.100098,1603.349976,857.900024,1583.75,18954.59961,2326.949951,3460.399902,409.450012
03-02-2023,882.599976,213.669113,4358.350098,1658.800049,863.799988,1599.400024,19004.30078,2329,3482.300049,407.899994
06-02-2023,882.650024,214.352402,4349.549805,1651.75,853.700012,1569.849976,19021.5,2311.449951,3459.949951,404.649994
07-02-2023,879.099976,214.449997,4440.25,1654.199951,852.75,1562.400024,18978,2305.899902,3472.550049,400.5
08-02-2023,871.75,215.5,4487.799805,1654,859.099976,1590.5,18994.90039,2351.949951,3520.100098,406.75
09-02-2023,867.700012,214.550003,4487.5,1650.550049,860.799988,1617,19000.30078,2356.050049,3540.850098,408.299988
10-02-2023,867.25,211.5,4499.600098,1657.099976,853.849976,1608.550049,19023.84961,2336.649902,3537.550049,405.799988
13-02-2023,859.099976,213.050003,4524.700195,1658.349976,850.650024,1567.449951,19026.80078,2323.350098,3482.399902,400.600006
14-02-2023,870.75,211.75,4538.399902,1673.699951,865.299988,1593.25,19082.90039,2378.100098,3500.100098,405.100006
15-02-2023,868.299988,212.899994,4519.850098,1670.300049,870.799988,1597.050049,19260.94922,2431.949951,3520.649902,407.399994
16-02-2023,864.75,215.449997,4519.299805,1664.25,869.450012,1601.800049,19628.84961,2430.050049,3558.050049,409.899994
17-02-2023,854.900024,217.5,4510.350098,1655.900024,862.650024,1583.800049,19021.30078,2440.199951,3501.149902,406.299988
20-02-2023,846.75,218.300003,4474.799805,1640.349976,852.099976,1592.449951,18823.05078,2414.399902,3487.300049,407.049988
21-02-2023,844.049988,214.050003,4486.149902,1646.5,854.200012,1579.5,18848.69922,2434.100098,3451,402.75
22-02-2023,833.349976,211.850006,4476.700195,1614.199951,839.25,1561.800049,18674.15039,2378.899902,3401.550049,395.149994
23-02-2023,844.349976,214.899994,4449.600098,1603.25,839.75,1550.699951,18648,2367.5,3413.800049,393.950012
24-02-2023,851.400024,217.050003,4491.100098,1588.949951,839.700012,1550.650024,18680.90039,2383.699951,3400.449951,393.299988
27-02-2023,854.349976,216.949997,4421,1592.900024,856.400024,1509.300049,18622.75,2367.850098,3331.850098,390.350006
28-02-2023,844.099976,215.399994,4316.600098,1599.599976,854.849976,1487.550049,18670,2322.550049,3312.850098,387.049988
01-03-2023,865.150024,218.75,4344.200195,1598.050049,856.299988,1496.050049,18778.84961,2343.899902,3385.699951,390.950012
02-03-2023,845.450012,222.850006,4390.600098,1584.449951,854,1472.150024,18481.75,2326.050049,3321.449951,388.049988
03-03-2023,852.650024,222.949997,4437.950195,1615.900024,868.549988,1479.300049,18449.90039,2385.399902,3342.149902,390.450012
06-03-2023,859.5,224.899994,4439.200195,1627.300049,867.75,1507.449951,18514.84961,2408.699951,3371.850098,393.75
08-03-2023,860.950012,224.850006,4426.25,1630.550049,872.099976,1492.699951,18518.25,2417.350098,3390.399902,392.600006
