Date,Adj Close,Returns,Average daily return,,Average annual return
23-03-2022,4071.876709,,0.000441495,,4.512837965
24-03-2022,4270.375488,0.04874872,,,
25-03-2022,4302.882813,0.007612287,,,
28-03-2022,4227.90332,-0.017425409,,,
29-03-2022,4265.491211,0.008890433,,,
30-03-2022,4295.927246,0.007135411,,,
31-03-2022,4237.769531,-0.013537872,,,
01-04-2022,4221.983887,-0.003724989,,,
04-04-2022,4259.177734,0.008809566,,,
05-04-2022,4271.756348,0.002953296,,,
06-04-2022,4219.320313,-0.012275053,,,
07-04-2022,4259.424316,0.009504849,,,
08-04-2022,4370.85791,0.026161656,,,
11-04-2022,4321.677246,-0.011251948,,,
12-04-2022,4313.63623,-0.001860624,,,
13-04-2022,4241.469238,-0.016729967,,,
18-04-2022,4227.410156,-0.003314673,,,
19-04-2022,4153.17041,-0.01756152,,,
20-04-2022,4235.746582,0.019882683,,,
21-04-2022,4262.285156,0.006265383,,,
22-04-2022,4136.448242,-0.029523345,,,
25-04-2022,4060.186523,-0.018436522,,,
26-04-2022,4098.760742,0.009500603,,,
27-04-2022,4022.301758,-0.018654171,,,
28-04-2022,4066.796143,0.011061921,,,
29-04-2022,4076.464844,0.002377474,,,
02-05-2022,4068.522705,-0.001948291,,,
04-05-2022,3938.739502,-0.031899343,,,
05-05-2022,3910.572754,-0.007151209,,,
06-05-2022,3877.867676,-0.008363245,,,
09-05-2022,3853.351563,-0.00632206,,,
10-05-2022,3861.441406,0.00209943,,,
11-05-2022,3831.893555,-0.007652026,,,
12-05-2022,3827.897949,-0.001042724,,,
13-05-2022,3871.603271,0.011417578,,,
16-05-2022,3836.185059,-0.009148203,,,
17-05-2022,3851.575684,0.004011961,,,
18-05-2022,3853.351563,0.000461079,,,
19-05-2022,3876.683838,0.00605506,,,
20-05-2022,4192.041992,0.081347401,,,
23-05-2022,4217.544922,0.006083653,,,
24-05-2022,4288.725586,0.016877275,,,
25-05-2022,4249.60791,-0.009121049,,,
26-05-2022,4246.352051,-0.000766155,,,
27-05-2022,4331.54248,0.020062027,,,
30-05-2022,4311.61377,-0.004600834,,,
31-05-2022,4310.972656,-0.000148695,,,
01-06-2022,4261.002441,-0.011591402,,,
02-06-2022,4274.962402,0.003276215,,,
03-06-2022,4281.721191,0.001581017,,,
06-06-2022,4247.930664,-0.007891809,,,
07-06-2022,4088.303711,-0.03757758,,,
08-06-2022,4142.761719,0.013320441,,,
09-06-2022,4264.850098,0.029470288,,,
10-06-2022,4293.115723,0.006627578,,,
13-06-2022,4209.898926,-0.019383777,,,
14-06-2022,4253.159668,0.010275957,,,
15-06-2022,4277.28125,0.00567145,,,
16-06-2022,4229.925781,-0.011071395,,,
17-06-2022,4091.016602,-0.032839626,,,
20-06-2022,4096.047852,0.001229829,,,
21-06-2022,4211.329102,0.028144508,,,
22-06-2022,4203.683105,-0.001815578,,,
23-06-2022,4237.226074,0.007979424,,,
24-06-2022,4251.77832,0.00343438,,,
27-06-2022,4262.531738,0.002529158,,,
28-06-2022,4315.856445,0.012510102,,,
29-06-2022,4305.743652,-0.002343172,,,
30-06-2022,4334.797852,0.006747777,,,
01-07-2022,4327.004395,-0.001797882,,,
04-07-2022,4295.977051,-0.007170629,,,
05-07-2022,4335.193359,0.009128612,,,
06-07-2022,4331.049316,-0.000955907,,,
07-07-2022,4278.21875,-0.012198098,,,
08-07-2022,4347.032227,0.016084609,,,
11-07-2022,4471,0.028517795,,,
12-07-2022,4483.700195,0.002840571,,,
13-07-2022,4501.600098,0.003992217,,,
14-07-2022,4575.399902,0.016394127,,,
15-07-2022,4546,-0.006425646,,,
18-07-2022,4466.100098,-0.017575869,,,
19-07-2022,4447.899902,-0.004075188,,,
20-07-2022,4458.75,0.002439375,,,
21-07-2022,4371.100098,-0.019657954,,,
22-07-2022,4373.5,0.000549038,,,
25-07-2022,4330.549805,-0.009820554,,,
26-07-2022,4212,-0.027375232,,,
27-07-2022,4286.049805,0.017580675,,,
28-07-2022,4260.049805,-0.006066192,,,
29-07-2022,4090.350098,-0.039835146,,,
01-08-2022,4110.450195,0.004914029,,,
02-08-2022,4085.399902,-0.006094294,,,
03-08-2022,4096.299805,0.002668014,,,
04-08-2022,4147.950195,0.012609036,,,
05-08-2022,4156.850098,0.002145615,,,
08-08-2022,4223.350098,0.01599769,,,
10-08-2022,4243.299805,0.004723669,,,
11-08-2022,4258.299805,0.003534985,,,
12-08-2022,4260.799805,0.000587089,,,
16-08-2022,4297.799805,0.008683816,,,
17-08-2022,4315.899902,0.00421148,,,
18-08-2022,4225.100098,-0.021038441,,,
19-08-2022,4204,-0.004993988,,,
22-08-2022,4186.950195,-0.004055615,,,
23-08-2022,4225.149902,0.009123516,,,
24-08-2022,4218.049805,-0.001680437,,,
25-08-2022,4237.899902,0.004705989,,,
26-08-2022,4223.299805,-0.003445125,,,
29-08-2022,4210.149902,-0.003113656,,,
30-08-2022,4245.049805,0.008289468,,,
01-09-2022,4202.100098,-0.010117598,,,
02-09-2022,4189.950195,-0.002891388,,,
05-09-2022,4214.25,0.005799545,,,
06-09-2022,4239.200195,0.005920435,,,
07-09-2022,4249.299805,0.002382433,,,
08-09-2022,4271.649902,0.005259713,,,
09-09-2022,4255.100098,-0.003874335,,,
12-09-2022,4261.149902,0.001421777,,,
13-09-2022,4252.899902,-0.001936097,,,
14-09-2022,4214.149902,-0.00911143,,,
15-09-2022,4169,-0.010713881,,,
16-09-2022,4077.350098,-0.021983666,,,
19-09-2022,4099.149902,0.005346562,,,
20-09-2022,4216,0.028505934,,,
21-09-2022,4152.75,-0.015002372,,,
22-09-2022,4182.399902,0.007139823,,,
23-09-2022,4139.200195,-0.010328928,,,
26-09-2022,4127.850098,-0.002742099,,,
27-09-2022,4181.600098,0.013021306,,,
28-09-2022,4269.700195,0.021068513,,,
29-09-2022,4360.700195,0.021312972,,,
30-09-2022,4335.700195,-0.005733024,,,
03-10-2022,4419.649902,0.019362434,,,
04-10-2022,4413.950195,-0.001289629,,,
06-10-2022,4397.549805,-0.003715581,,,
07-10-2022,4376.649902,-0.004752625,,,
10-10-2022,4380,0.000765448,,,
11-10-2022,4282.75,-0.022203196,,,
12-10-2022,4241.149902,-0.009713408,,,
13-10-2022,4254.649902,0.003183099,,,
14-10-2022,4310.799805,0.013197303,,,
17-10-2022,4335.200195,0.005660293,,,
18-10-2022,4356.549805,0.004924711,,,
19-10-2022,4316.899902,-0.009101217,,,
20-10-2022,4349.049805,0.007447452,,,
21-10-2022,4330.799805,-0.004196319,,,
24-10-2022,4377.5,0.010783273,,,
25-10-2022,4442.350098,0.014814414,,,
27-10-2022,4491.200195,0.010996454,,,
28-10-2022,4459.950195,-0.006958051,,,
31-10-2022,4433.700195,-0.005885716,,,
01-11-2022,4535.299805,0.022915309,,,
02-11-2022,4555.649902,0.004487046,,,
03-11-2022,4589.899902,0.007518137,,,
04-11-2022,4525.100098,-0.014117912,,,
07-11-2022,4485.450195,-0.008762216,,,
09-11-2022,4534.899902,0.011024469,,,
10-11-2022,4549.450195,0.003208515,,,
11-11-2022,4539.450195,-0.002198068,,,
14-11-2022,4363.649902,-0.038727221,,,
15-11-2022,4433.700195,0.016053142,,,
16-11-2022,4481,0.010668246,,,
17-11-2022,4421.299805,-0.013322963,,,
18-11-2022,4409.049805,-0.002770678,,,
21-11-2022,4349.850098,-0.013426863,,,
22-11-2022,4362.5,0.002908124,,,
23-11-2022,4405.649902,0.009891095,,,
24-11-2022,4413.850098,0.001861291,,,
25-11-2022,4418.100098,0.000962878,,,
28-11-2022,4402,-0.003644123,,,
29-11-2022,4453.350098,0.011665174,,,
30-11-2022,4487.149902,0.007589748,,,
01-12-2022,4474.350098,-0.002852547,,,
02-12-2022,4510.399902,0.008056992,,,
05-12-2022,4479.399902,-0.006873005,,,
06-12-2022,4374.200195,-0.023485223,,,
07-12-2022,4361.5,-0.002903432,,,
08-12-2022,4356.200195,-0.001215134,,,
09-12-2022,4407.100098,0.011684473,,,
12-12-2022,4452.25,0.01024481,,,
13-12-2022,4458.149902,0.001325151,,,
14-12-2022,4504.549805,0.010407883,,,
15-12-2022,4468.950195,-0.007903034,,,
16-12-2022,4309.100098,-0.035769049,,,
19-12-2022,4396.049805,0.020178159,,,
20-12-2022,4369.75,-0.005982599,,,
21-12-2022,4407.549805,0.008650336,,,
22-12-2022,4349.25,-0.013227259,,,
23-12-2022,4310.450195,-0.008921034,,,
26-12-2022,4248.600098,-0.014348872,,,
27-12-2022,4250.850098,0.000529586,,,
28-12-2022,4252.75,0.000446946,,,
29-12-2022,4260.600098,0.001845887,,,
30-12-2022,4237.549805,-0.005410105,,,
02-01-2023,4235.049805,-0.000589964,,,
03-01-2023,4238.350098,0.000779281,,,
04-01-2023,4253.5,0.003574481,,,
05-01-2023,4297.5,0.010344422,,,
06-01-2023,4271.75,-0.005991856,,,
09-01-2023,4334,0.014572482,,,
10-01-2023,4288.700195,-0.010452193,,,
11-01-2023,4261.899902,-0.006249048,,,
12-01-2023,4310.600098,0.011426875,,,
13-01-2023,4320.399902,0.00227342,,,
16-01-2023,4326.049805,0.001307727,,,
17-01-2023,4351.75,0.0059408,,,
18-01-2023,4364.350098,0.002895409,,,
19-01-2023,4332.200195,-0.007366481,,,
20-01-2023,4350.600098,0.004247242,,,
23-01-2023,4337.850098,-0.00293063,,,
24-01-2023,4252.75,-0.019618036,,,
25-01-2023,4200.950195,-0.012180308,,,
27-01-2023,4314,0.026910532,,,
30-01-2023,4328.799805,0.003430646,,,
31-01-2023,4324.149902,-0.001074178,,,
01-02-2023,4351.5,0.006324965,,,
02-02-2023,4370.100098,0.004274411,,,
03-02-2023,4358.350098,-0.002688726,,,
06-02-2023,4349.549805,-0.00201918,,,
07-02-2023,4440.25,0.020852778,,,
08-02-2023,4487.799805,0.010708813,,,
09-02-2023,4487.5,-6.68045E-05,,,
10-02-2023,4499.600098,0.002696401,,,
13-02-2023,4524.700195,0.005578295,,,
14-02-2023,4538.399902,0.00302776,,,
15-02-2023,4519.850098,-0.0040873,,,
16-02-2023,4519.299805,-0.00012175,,,
17-02-2023,4510.350098,-0.00198033,,,
20-02-2023,4474.799805,-0.007881936,,,
21-02-2023,4486.149902,0.002536448,,,
22-02-2023,4476.700195,-0.002106418,,,
23-02-2023,4449.600098,-0.006053588,,,
24-02-2023,4491.100098,0.009326681,,,
27-02-2023,4421,-0.01560867,,,
28-02-2023,4316.600098,-0.023614545,,,
01-03-2023,4344.200195,0.006393943,,,
02-03-2023,4390.600098,0.010680885,,,
03-03-2023,4437.950195,0.010784425,,,
06-03-2023,4439.200195,0.000281662,,,
08-03-2023,4426.25,-0.002917236,,,
09-03-2023,4380.950195,-0.010234353,,,
10-03-2023,4395.549805,0.003332521,,,
13-03-2023,4370.399902,-0.005721674,,,
14-03-2023,4349.549805,-0.004770753,,,
15-03-2023,4394.5,0.010334448,,,
16-03-2023,4383.75,-0.00244624,,,
17-03-2023,4436.149902,0.011953214,,,
20-03-2023,4439.450195,0.000743954,,,
21-03-2023,4419.350098,-0.00452761,,,
22-03-2023,4474.950195,0.012581057,,,
23-03-2023,4446.950195,-0.006257053,,,
